               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.047554,             0.07213,            0.023972,             0.66362,             0.59181,             0.66696,              0.4441,            0.041489,             0.03834,            0.010785,              0.0937,              0.0007,              0.0007
                   1,             0.04624,            0.067159,            0.025932,             0.72608,             0.64775,             0.72453,             0.47706,            0.040758,             0.03777,           0.0094557,            0.086485,           0.0014851,           0.0014851
