                  epoch,             train/loss,               val/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,                   lr/0
                     69,                0.44708,                 1.9983,                0.51378,                0.76566,              3.806e-05
                     70,                0.44701,                 1.9972,                0.51347,                0.76504,             2.4472e-05
                     71,                  0.447,                 1.9967,                0.51284,                0.76222,             1.3815e-05
                     72,                 0.4469,                 1.9957,                 0.5119,                0.76347,             6.1558e-06
                     73,                0.44701,                 1.9937,                0.51128,                0.76566,             1.5413e-06
                     74,                0.44687,                 1.9912,                0.51159,                0.76754,                  0.001
                     75,                0.82291,                 2.0757,                0.48935,                 0.7193,             0.00099961
                     76,                 0.5691,                 2.1238,                 0.4765,                0.71773,             0.00099846
                     77,                0.52314,                  2.143,                0.46554,                0.71711,             0.00099653
                     78,                0.52587,                 2.1657,                0.45896,                0.71648,             0.00099384
                     79,                0.49013,                 2.1894,                0.44987,                0.71303,             0.00099039
                     80,                0.50145,                 2.2046,                0.44612,                0.70457,             0.00098618
                     81,                0.50456,                 2.2081,                0.44204,                 0.7005,             0.00098123
                     82,                0.48256,                 2.2051,                 0.4386,                0.69612,             0.00097553
                     83,                 0.4866,                 2.2051,                0.43452,                0.69173,              0.0009691
                     84,                0.49396,                 2.2089,                0.43515,                0.68703,             0.00096194
                     85,                0.47502,                 2.2101,                 0.4364,                0.68515,             0.00095407
                     86,                0.49307,                 2.2111,                 0.4364,                0.68421,              0.0009455
                     87,                0.47973,                 2.2066,                0.43828,                0.69016,             0.00093625
                     88,                0.48915,                 2.1981,                0.44361,                0.69518,             0.00092632
                     89,                0.47804,                  2.186,                0.44706,                0.69987,             0.00091573
                     90,                 0.4763,                  2.178,                0.44956,                0.70426,             0.00090451
                     91,                0.47819,                 2.1666,                0.45551,                0.70739,             0.00089266
                     92,                0.46983,                 2.1587,                0.45677,                0.71147,              0.0008802
                     93,                0.47268,                 2.1486,                0.46178,                0.71178,             0.00086716
                     94,                0.48497,                 2.1377,                0.46711,                0.71554,             0.00085355
                     95,                0.46674,                 2.1306,                0.47212,                0.71554,              0.0008394
                     96,                0.47881,                 2.1196,                0.47431,                0.71867,             0.00082472
                     97,                0.47507,                  2.115,                0.47932,                0.71742,             0.00080955
                     98,                0.46383,                 2.1076,                0.48308,                0.72462,             0.00079389
                     99,                0.46008,                 2.0906,                0.48559,                0.73152,             0.00077779
                    100,                0.45914,                 2.0738,                0.49091,                0.73559,             0.00076125
                    101,                0.47849,                 2.0586,                 0.4953,                0.74499,             0.00074431
                    102,                0.46829,                  2.052,                0.49969,                0.75094,               0.000727
                    103,                0.46436,                 2.0406,                0.50501,                0.75721,             0.00070933
                    104,                 0.4557,                 2.0269,                 0.5094,                0.76472,             0.00069134
                    105,                0.46368,                 2.0167,                0.51284,                0.77099,             0.00067306
                    106,                 0.4658,                 2.0084,                0.51504,                0.77788,             0.00065451
                    107,                0.46351,                 2.0027,                0.51629,                0.77976,             0.00063572
                    108,                0.45454,                 1.9887,                0.51974,                0.78979,             0.00061672
                    109,                0.45554,                 1.9762,                0.52287,                0.79605,             0.00059755
                    110,                0.46358,                 1.9621,                0.52663,                0.80702,             0.00057822
                    111,                0.46206,                 1.9526,                0.52882,                0.81579,             0.00055877
                    112,                0.45836,                  1.948,                0.53164,                0.82049,             0.00053923
                    113,                0.46515,                 1.9433,                0.53227,                0.82237,             0.00051963
                    114,                0.45407,                 1.9348,                0.53415,                 0.8255,                 0.0005
                    115,                 0.4555,                 1.9208,                0.53853,                0.83521,             0.00048037
                    116,                0.45739,                 1.9073,                0.54198,                 0.8468,             0.00046077
                    117,                0.45397,                 1.8903,                0.54762,                0.85714,             0.00044123
                    118,                0.45138,                 1.8731,                0.55326,                0.86591,             0.00042178
                    119,                0.44982,                 1.8572,                0.55796,                0.87155,             0.00040245
                    120,                0.44771,                 1.8442,                 0.5636,                0.87312,             0.00038328
                    121,                0.44794,                  1.831,                0.56704,                0.87594,             0.00036428
                    122,                0.46533,                 1.8159,                0.57049,                0.89035,             0.00034549
                    123,                0.44861,                 1.7973,                0.57331,                0.89474,             0.00032694
                    124,                0.45086,                 1.7771,                0.57707,                0.89818,             0.00030866
                    125,                0.45155,                 1.7537,                0.58177,                0.90351,             0.00029067
                    126,                0.44965,                 1.7319,                0.58553,                0.90789,               0.000273
                    127,                0.44958,                 1.7131,                 0.5896,                0.91009,             0.00025569
                    128,                0.45014,                 1.6958,                0.59085,                0.91009,             0.00023875
                    129,                0.44804,                  1.678,                0.59367,                0.91134,             0.00022221
                    130,                0.45021,                 1.6618,                0.59931,                0.91228,             0.00020611
                    131,                   0.45,                 1.6465,                0.60464,                0.91479,             0.00019045
                    132,                0.44822,                  1.632,                0.60746,                0.91541,             0.00017528
                    133,                 0.4484,                 1.6179,                0.60996,                0.91604,              0.0001606
                    134,                0.44814,                 1.6064,                 0.6109,                0.91385,             0.00014645
                    135,                0.44766,                 1.5923,                0.61466,                0.91447,             0.00013284
                    136,                 0.4469,                 1.5813,                0.61748,                0.91541,              0.0001198
                    137,                0.44795,                 1.5712,                0.61873,                0.91635,             0.00010734
                    138,                0.44689,                 1.5599,                0.62061,                0.91667,             9.5492e-05
                    139,                0.44677,                 1.5498,                0.62406,                0.91635,             8.4265e-05
                    140,                0.44674,                 1.5401,                0.62657,                0.91761,              7.368e-05
                    141,                0.44674,                 1.5351,                 0.6297,                0.91792,             6.3752e-05
                    142,                0.44668,                 1.5309,                0.63064,                0.91855,             5.4497e-05
                    143,                0.44671,                  1.531,                0.63033,                0.91792,             4.5928e-05
                    144,                 0.4466,                 1.5338,                0.63033,                0.91729,              3.806e-05
                    145,                0.44661,                 1.5404,                0.62813,                0.91635,             3.0904e-05
                    146,                0.44656,                 1.5489,                0.62688,                0.91259,             2.4472e-05
                    147,                0.44656,                 1.5611,                0.62343,                0.91134,             1.8772e-05
                    148,                0.44673,                  1.575,                0.61811,                0.90602,             1.3815e-05
                    149,                 0.4466,                 1.5877,                0.61466,                0.90351,             9.6074e-06
                    150,                0.44653,                 1.5993,                0.61247,                0.89881,             6.1558e-06
                    151,                0.44651,                 1.6094,                0.60902,                0.89724,             3.4658e-06
                    152,                0.44654,                 1.6176,                0.60495,                0.89599,             1.5413e-06
                    153,                0.44647,                 1.6222,                0.60276,                0.89505,             3.8548e-07
                    154,                0.44654,                 1.6252,                0.60338,                0.89474,                  0.001
